"","SID","SEASON","NUMBER","BASIN","SUBBASIN","NAME","ISO_TIME","NATURE","LAT","LON","WMO_WIND","WMO_PRES","WMO_AGENCY","TRACK_TYPE","DIST2LAND","LANDFALL","IFLAG","USA_AGENCY","USA_ATCFID","USA_LAT","USA_LON","USA_RECORD","USA_STATUS","USA_WIND","USA_PRES","USA_SSHS","USA_R34_NE","USA_R34_SE","USA_R34_SW","USA_R34_NW","USA_R50_NE","USA_R50_SE","USA_R50_SW","USA_R50_NW","USA_R64_NE","USA_R64_SE","USA_R64_SW","USA_R64_NW","USA_POCI","USA_ROCI","USA_RMW","USA_EYE","TOK_LAT","TOK_LON","TOK_GRADE","TOK_WIND","TOK_PRES","TOK_R50_DR","TOK_R50_L","TOK_R50_S","TOK_R30_DR","TOK_R30_L","TOK_R30_S","TOK_LAND","CMA_LAT","CMA_LON","CMA_CAT","CMA_WIND","CMA_PRES","HKO_LAT","HKO_LON","HKO_CAT","HKO_WIND","HKO_PRES","NEW_LAT","NEW_LON","NEW_GRADE","NEW_WIND","NEW_PRES","NEW_CI","NEW_DP","NEW_POCI","REU_LAT","REU_LON","REU_TYPE","REU_WIND","REU_PRES","REU_TNUM","REU_CI","REU_RMW","REU_R34_NE","REU_R34_SE","REU_R34_SW","REU_R34_NW","REU_R50_NE","REU_R50_SE","REU_R50_SW","REU_R50_NW","REU_R64_NE","REU_R64_SE","REU_R64_SW","REU_R64_NW","BOM_LAT","BOM_LON","BOM_TYPE","BOM_WIND","BOM_PRES","BOM_TNUM","BOM_CI","BOM_RMW","BOM_R34_NE","BOM_R34_SE","BOM_R34_SW","BOM_R34_NW","BOM_R50_NE","BOM_R50_SE","BOM_R50_SW","BOM_R50_NW","BOM_R64_NE","BOM_R64_SE","BOM_R64_SW","BOM_R64_NW","BOM_ROCI","BOM_POCI","BOM_EYE","BOM_POS_FL","BOM_PRS_FL","NAD_LAT","NAD_LON","NAD_CAT","NAD_WIND","NAD_PRES","WEL_LAT","WEL_LON","WEL_WIND","WEL_PRES","DS8_LAT","DS8_LON","DS8_STAGE","DS8_WIND","DS8_PRES","TD6_LAT","TD6_LON","TD6_STAGE","TD6_WIND","TD6_PRES","TD5_LAT","TD5_LON","TD5_WIND","TD5_PRES","TD5_ROCI","NEU_LAT","NEU_LON","NEU_CLASS","NEU_WIND","NEU_PRES","MLC_LAT","MLC_LON","MLC_CLASS","MLC_WIND","MLC_PRES","USA_GUST","BOM_GUST","BOM_GUSTP","REU_GUST","REU_GUSTP","USA_SEAHGT","USA_SEA_NE","USA_SEA_SE","USA_SEA_SW","USA_SEA_NW","STORM_SPD","STORM_DR","year","month","day","hour","min","geometry"
"146","1997298N06140","1997","101","WP","MM","LINDA","1997-11-03 18:00:00","TS","11.8","100.01","35","998","tokyo","main","24","0","OO_O__________","jtwc_wp","WP301997","11.6","99.3",NA,NA,"50","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","11.8","100.3","3","35","998","0","NA","NA","9","100","100","0","NA","NA","NA","NA","NA","12","100.5","TS","35","998","NA","NA",NA,"NA","NA","-999.9","NA","NA","NA","NA","NA","NA","NA","-999.9","-999.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-999.9","-999.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","13","303","1997","11","3","18","0","c(100.01000213623, 11.8000001907349)"
"147","1997298N06140","1997","101","NI","BB","LINDA","1997-11-03 21:00:00","TS","12.11","99.39","NA","NA",NA,"main","0","0","PP_P__________",NA,"WP301997","11.85","98.65",NA,NA,"47","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","12.19","99.49","3","35","998","0","NA","NA","9","100","100","NA","NA","NA","NA","NA","NA","12.34","100.09","TS","32","999","NA","NA",NA,"NA","NA","-999.9","NA","NA","NA","NA","NA","NA","NA","-999.9","-999.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-999.9","-999.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","13","295","1997","11","3","21","0","c(99.3899993896484, 12.1099996566772)"
"148","1997298N06140","1997","101","NI","BB","LINDA","1997-11-04 00:00:00","TS","12.37","98.77","NA","NA",NA,"main","0","0","OO_O__________","jtwc_wp","WP301997","12.1","98",NA,NA,"45","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","12.5","98.5","3","35","998","0","NA","NA","9","100","100","0","NA","NA","NA","NA","NA","12.6","99.6","TD","30","1000","NA","NA",NA,"NA","NA","-999.9","NA","NA","NA","NA","NA","NA","NA","-999.9","-999.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-999.9","-999.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","13","292","1997","11","4","0","0","c(98.7699966430664, 12.3699998855591)"
"149","1997298N06140","1997","101","NI","BB","LINDA","1997-11-04 03:00:00","NR","12.6","98.17","35","1006","newdelhi","main","43","43","P__PO_________",NA,"WP301997","12.41","97.37",NA,NA,"45","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","NA","NA","0","NA","NA","9","NA","NA","NA","NA","NA","NA","NA","NA","12.81","99.02","TD","30","1000","12.5","98","CS","35","1006","2.5","8","NA","NA","NA","NA","NA","NA","-999.9","-999.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-999.9","-999.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","13","293","1997","11","4","3","0","c(98.1699981689453, 12.6000003814697)"
"150","1997298N06140","1997","101","NI","BB","LINDA","1997-11-04 06:00:00","NR","12.88","97.52","35","1006","newdelhi","main","101","101","O__OO_________","jtwc_wp","WP301997","12.7","96.8",NA,NA,"45","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","13","98.4","TD","30","1000","13","97.2","CS","35","1006","2.5","8","NA","NA","NA","NA","NA","NA","-999.9","-999.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-999.9","-999.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","12","292","1997","11","4","6","0","c(97.5199966430664, 12.8800001144409)"
"151","1997298N06140","1997","101","NI","BB","LINDA","1997-11-04 09:00:00","NR","13.05","97.04","35","1004","newdelhi","main","136","131","P__PO_________",NA,"WP301997","12.92","96.32",NA,NA,"45","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","13.21","97.78","TD","30","1000","13","97","CS","35","1004","2.5","8","NA","NA","NA","NA","NA","NA","-999.9","-999.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-999.9","-999.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","11","295","1997","11","4","9","0","c(97.0400009155273, 13.0500001907349)"
"152","1997298N06140","1997","101","NI","BB","LINDA","1997-11-04 12:00:00","NR","13.33","96.53","35","1004","newdelhi","main","176","174","O__OO_________","jtwc_wp","WP301997","13.1","95.9",NA,NA,"45","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","13.4","97.2","TD","30","1000","13.5","96.5","CS","35","1004","2.5","8","NA","NA","NA","NA","NA","NA","-999.9","-999.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-999.9","-999.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","10","300","1997","11","4","12","0","c(96.5299987792969, 13.3299999237061)"
"153","1997298N06140","1997","101","NI","BB","LINDA","1997-11-04 15:00:00","NR","13.55","96.14","NA","NA",NA,"main","216","216","P__PP_________",NA,"WP301997","13.26","95.49",NA,NA,"45","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","13.56","96.68","TD","30","1000","13.83","96.23","CS","35","1004","-999.9","8","NA","NA","NA","NA","NA","NA","-999.9","-999.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-999.9","-999.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","8","296","1997","11","4","15","0","c(96.1399993896484, 13.5500001907349)"
"154","1997298N06140","1997","101","NI","BB","LINDA","1997-11-04 18:00:00","NR","13.7","95.77","35","1004","newdelhi","main","226","212","O__OO_________","jtwc_wp","WP301997","13.4","95.1",NA,NA,"45","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","13.7","96.2","TD","30","1000","14","96","CS","35","1004","2.5","8","NA","NA","NA","NA","NA","NA","-999.9","-999.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-999.9","-999.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","9","286","1997","11","4","18","0","c(95.7699966430664, 13.6999998092651)"
"155","1997298N06140","1997","101","NI","BB","LINDA","1997-11-04 21:00:00","NR","13.8","95.27","NA","NA",NA,"main","212","201","P__PP_________",NA,"WP301997","13.51","94.69",NA,NA,"47","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","13.86","95.69","TD","30","1000","14.03","95.43","CS","35","1004","-999.9","8","NA","NA","NA","NA","NA","NA","-999.9","-999.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-999.9","-999.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","9","280","1997","11","4","21","0","c(95.2699966430664, 13.8000001907349)"
"156","1997298N06140","1997","101","NI","BB","LINDA","1997-11-05 00:00:00","NR","13.87","94.83","35","1004","newdelhi","main","202","202","O__OO_________","jtwc_wp","WP301997","13.6","94.3",NA,NA,"50","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","14","95.2","TD","30","1000","14","95","CS","35","1004","2.5","8","NA","NA","NA","NA","NA","NA","-999.9","-999.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-999.9","-999.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","7","281","1997","11","5","0","0","c(94.8300018310547, 13.8699998855591)"
"157","1997298N06140","1997","101","NI","BB","LINDA","1997-11-05 03:00:00","NR","13.94","94.56","35","1004","newdelhi","main","206","197","P__PO_________",NA,"WP301997","13.7","93.93",NA,NA,"50","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","14.11","94.76","TD","30","1000","14","95","CS","35","1004","2.5","8","NA","NA","NA","NA","NA","NA","-999.9","-999.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-999.9","-999.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","5","285","1997","11","5","3","0","c(94.5599975585938, 13.9399995803833)"
"158","1997298N06140","1997","101","NI","BB","LINDA","1997-11-05 06:00:00","NR","14","94.33","35","1004","newdelhi","main","201","191","O__OO_________","jtwc_wp","WP301997","13.8","93.6",NA,NA,"50","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","14.2","94.4","TD","30","1000","14","95","CS","35","1004","2.5","8","NA","NA","NA","NA","NA","NA","-999.9","-999.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-999.9","-999.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","6","289","1997","11","5","6","0","c(94.3300018310547, 14)"
"159","1997298N06140","1997","101","NI","BB","LINDA","1997-11-05 09:00:00","NR","14.13","93.99","NA","NA",NA,"main","195","183","P__PP_________",NA,"WP301997","13.9","93.32",NA,NA,"50","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","14.25","94.13","TD","30","1000","14.23","94.53","CS","35","1004","-999.9","8","NA","NA","NA","NA","NA","NA","-999.9","-999.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-999.9","-999.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","7","292","1997","11","5","9","0","c(93.9899978637695, 14.1300001144409)"
"160","1997298N06140","1997","101","NI","BB","LINDA","1997-11-05 12:00:00","NR","14.27","93.67","35","1004","newdelhi","main","183","183","O__OO_________","jtwc_wp","WP301997","14","93.1",NA,NA,"50","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","14.3","93.9","TD","30","1000","14.5","94","CS","35","1004","2.5","8","NA","NA","NA","NA","NA","NA","-999.9","-999.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-999.9","-999.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","5","295","1997","11","5","12","0","c(93.6699981689453, 14.2700004577637)"
"161","1997298N06140","1997","101","NI","BB","LINDA","1997-11-05 15:00:00","NR","14.34","93.52","NA","NA",NA,"main","193","184","P__PP_________",NA,"WP301997","14.09","92.93",NA,NA,"50","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","14.4","93.65","TD","30","1000","14.54","93.96","CS","35","1004","-999.9","8","NA","NA","NA","NA","NA","NA","-999.9","-999.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-999.9","-999.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","297","1997","11","5","15","0","c(93.5199966430664, 14.3400001525879)"
"162","1997298N06140","1997","101","NI","BB","LINDA","1997-11-05 18:00:00","NR","14.4","93.4","35","1004","newdelhi","main","189","189","O__OO_________","jtwc_wp","WP301997","14.2","92.8",NA,NA,"50","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","14.5","93.4","TD","30","1000","14.5","94","CS","35","1004","2.5","8","NA","NA","NA","NA","NA","NA","-999.9","-999.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-999.9","-999.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","289","1997","11","5","18","0","c(93.4000015258789, 14.3999996185303)"
"163","1997298N06140","1997","101","NI","BB","LINDA","1997-11-05 21:00:00","NR","14.45","93.18","NA","NA",NA,"main","194","194","P__PP_________",NA,"WP301997","14.4","92.65",NA,NA,"50","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","14.56","93.16","TD","30","1000","14.4","93.73","CS","35","1004","-999.9","8","NA","NA","NA","NA","NA","NA","-999.9","-999.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-999.9","-999.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","5","292","1997","11","5","21","0","c(93.1800003051758, 14.4499998092651)"
"164","1997298N06140","1997","101","NI","BB","LINDA","1997-11-06 00:00:00","NR","14.57","92.97","35","1004","newdelhi","main","201","201","O__OO_________","jtwc_wp","WP301997","14.6","92.5",NA,NA,"50","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","14.6","92.9","TD","30","1000","14.5","93.5","CS","35","1004","2.5","8","NA","NA","NA","NA","NA","NA","-999.9","-999.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-999.9","-999.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","5","314","1997","11","6","0","0","c(92.9700012207031, 14.5699996948242)"
"165","1997298N06140","1997","101","NI","BB","LINDA","1997-11-06 03:00:00","NR","14.79","92.81","35","1004","newdelhi","main","201","201","P__PO_________",NA,"WP301997","14.72","92.34",NA,NA,"50","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","14.64","92.6","TD","30","1000","15","93.5","CS","35","1004","2.5","8","NA","NA","NA","NA","NA","NA","-999.9","-999.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-999.9","-999.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","5","301","1997","11","6","3","0","c(92.8099975585938, 14.789999961853)"
"166","1997298N06140","1997","101","NI","BB","LINDA","1997-11-06 06:00:00","NR","14.83","92.5","35","1004","newdelhi","main","226","226","O__OO_________","jtwc_wp","WP301997","14.8","92.2",NA,NA,"50","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","14.7","92.3","TD","30","1000","15","93","CS","35","1004","2.5","8","NA","NA","NA","NA","NA","NA","-999.9","-999.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-999.9","-999.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","8","277","1997","11","6","6","0","c(92.5, 14.8299999237061)"
"167","1997298N06140","1997","101","NI","BB","LINDA","1997-11-06 09:00:00","NR","14.89","92.05","35","1004","newdelhi","main","266","266","P__PO_________",NA,"WP301997","14.86","92.09",NA,NA,"57","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","14.8","92.04","TD","30","1000","15","92","CS","35","1004","2.5","8","NA","NA","NA","NA","NA","NA","-999.9","-999.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","-999.9","-999.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","6","280","1997","11","6","9","0","c(92.0500030517578, 14.8900003433228)"
